Year,Region,Fuel_Type,Transmission,Model,Price_USD,Type
2024,South America,Hybrid,Automatic,3 Series,77973,Actual
2025,South America,Hybrid,Automatic,3 Series,73731,Forecast
2026,South America,Hybrid,Automatic,3 Series,73222,Forecast
2027,South America,Hybrid,Automatic,3 Series,72714,Forecast
2010,South America,Hybrid,Manual,3 Series,95881,Actual
2011,South America,Hybrid,Manual,3 Series,84926,Actual
2012,South America,Hybrid,Manual,3 Series,61217,Actual
2013,South America,Hybrid,Manual,3 Series,54484,Actual
2014,South America,Hybrid,Manual,3 Series,82741,Actual
2015,South America,Hybrid,Manual,3 Series,41580,Actual
2016,South America,Hybrid,Manual,3 Series,80208,Actual
2017,South America,Hybrid,Manual,3 Series,84331,Actual
2018,South America,Hybrid,Manual,3 Series,81015,Actual
2019,South America,Hybrid,Manual,3 Series,77691,Actual
2020,South America,Hybrid,Manual,3 Series,72300,Actual
2021,South America,Hybrid,Manual,3 Series,78330,Actual
2022,South America,Hybrid,Manual,3 Series,72560,Actual
2023,South America,Hybrid,Manual,3 Series,67516,Actual
2024,South America,Hybrid,Manual,3 Series,60590,Actual
2025,South America,Hybrid,Manual,3 Series,59163,Forecast
2026,South America,Hybrid,Manual,3 Series,54993,Forecast
2027,South America,Hybrid,Manual,3 Series,50823,Forecast
2010,South America,Petrol,Automatic,3 Series,75118,Actual
2011,South America,Petrol,Automatic,3 Series,78979,Actual
2012,South America,Petrol,Automatic,3 Series,86261,Actual
2013,South America,Petrol,Automatic,3 Series,73192,Actual
2014,South America,Petrol,Automatic,3 Series,62757,Actual
2015,South America,Petrol,Automatic,3 Series,70139,Actual
2016,South America,Petrol,Automatic,3 Series,77689,Actual
2017,South America,Petrol,Automatic,3 Series,65925,Actual
2018,South America,Petrol,Automatic,3 Series,56237,Actual
2019,South America,Petrol,Automatic,3 Series,71705,Actual
2020,South America,Petrol,Automatic,3 Series,85440,Actual
2021,South America,Petrol,Automatic,3 Series,75729,Actual
2022,South America,Petrol,Automatic,3 Series,48150,Actual
2023,South America,Petrol,Automatic,3 Series,75689,Actual
2024,South America,Petrol,Automatic,3 Series,75497,Actual
2025,South America,Petrol,Automatic,3 Series,73931,Forecast
2026,South America,Petrol,Automatic,3 Series,75499,Forecast
2027,South America,Petrol,Automatic,3 Series,77066,Forecast
2010,South America,Petrol,Manual,3 Series,83099,Actual
2011,South America,Petrol,Manual,3 Series,88360,Actual
2012,South America,Petrol,Manual,3 Series,86178,Actual
2013,South America,Petrol,Manual,3 Series,81464,Actual
2014,South America,Petrol,Manual,3 Series,57989,Actual
2015,South America,Petrol,Manual,3 Series,84031,Actual
2016,South America,Petrol,Manual,3 Series,67467,Actual
2017,South America,Petrol,Manual,3 Series,78010,Actual
2018,South America,Petrol,Manual,3 Series,44295,Actual
2019,South America,Petrol,Manual,3 Series,79101,Actual
2020,South America,Petrol,Manual,3 Series,73560,Actual
2021,South America,Petrol,Manual,3 Series,73696,Actual
2022,South America,Petrol,Manual,3 Series,46906,Actual
2023,South America,Petrol,Manual,3 Series,78569,Actual
2024,South America,Petrol,Manual,3 Series,69670,Forecast
2025,South America,Petrol,Manual,3 Series,70852,Forecast
2026,South America,Petrol,Manual,3 Series,72034,Forecast
2010,South America,Diesel,Automatic,5 Series,61035,Actual
2011,South America,Diesel,Automatic,5 Series,75635,Actual
2012,South America,Diesel,Automatic,5 Series,84258,Actual
2013,South America,Diesel,Automatic,5 Series,60030,Actual
2014,South America,Diesel,Automatic,5 Series,72432,Actual
2015,South America,Diesel,Automatic,5 Series,51680,Actual
2016,South America,Diesel,Automatic,5 Series,82442,Actual
2017,South America,Diesel,Automatic,5 Series,72338,Actual
2018,South America,Diesel,Automatic,5 Series,80595,Actual
2019,South America,Diesel,Automatic,5 Series,72263,Actual
2020,South America,Diesel,Automatic,5 Series,68645,Actual
2021,South America,Diesel,Automatic,5 Series,73564,Actual
2022,South America,Diesel,Automatic,5 Series,74366,Actual
2023,South America,Diesel,Automatic,5 Series,51846,Actual
2024,South America,Diesel,Automatic,5 Series,71299,Actual
2025,South America,Diesel,Automatic,5 Series,63713,Forecast
2026,South America,Diesel,Automatic,5 Series,62441,Forecast
2027,South America,Diesel,Automatic,5 Series,61168,Forecast
2010,South America,Diesel,Manual,5 Series,75842,Actual
2011,South America,Diesel,Manual,5 Series,63856,Actual
2012,South America,Diesel,Manual,5 Series,84045,Actual
2013,South America,Diesel,Manual,5 Series,58960,Actual
2014,South America,Diesel,Manual,5 Series,83699,Actual
2015,South America,Diesel,Manual,5 Series,84941,Actual
2016,South America,Diesel,Manual,5 Series,80972,Actual
2017,South America,Diesel,Manual,5 Series,68969,Actual
2018,South America,Diesel,Manual,5 Series,71209,Actual
2019,South America,Diesel,Manual,5 Series,76569,Actual
2020,South America,Diesel,Manual,5 Series,55138,Actual
2021,South America,Diesel,Manual,5 Series,57023,Actual
2022,South America,Diesel,Manual,5 Series,69840,Actual
2023,South America,Diesel,Manual,5 Series,69825,Actual
2024,South America,Diesel,Manual,5 Series,69373,Actual
2025,South America,Diesel,Manual,5 Series,70167,Forecast
2026,South America,Diesel,Manual,5 Series,71626,Forecast
2027,South America,Diesel,Manual,5 Series,73084,Forecast
2010,South America,Electric,Automatic,5 Series,61887,Actual
2011,South America,Electric,Automatic,5 Series,84491,Actual
2012,South America,Electric,Automatic,5 Series,83082,Actual
2013,South America,Electric,Automatic,5 Series,75388,Actual
2014,South America,Electric,Automatic,5 Series,61830,Actual
2015,South America,Electric,Automatic,5 Series,68954,Actual
2016,South America,Electric,Automatic,5 Series,62922,Actual
2017,South America,Electric,Automatic,5 Series,72841,Actual
2018,South America,Electric,Automatic,5 Series,94545,Actual
2019,South America,Electric,Automatic,5 Series,74812,Actual
2020,South America,Electric,Automatic,5 Series,78308,Actual
2021,South America,Electric,Automatic,5 Series,84725,Actual
2022,South America,Electric,Automatic,5 Series,50434,Actual
2023,South America,Electric,Automatic,5 Series,64242,Actual
2024,South America,Electric,Automatic,5 Series,72951,Actual
2025,South America,Electric,Automatic,5 Series,65466,Forecast
2026,South America,Electric,Automatic,5 Series,64414,Forecast
2027,South America,Electric,Automatic,5 Series,63362,Forecast
2010,South America,Electric,Manual,5 Series,68547,Actual
2011,South America,Electric,Manual,5 Series,72145,Actual
2012,South America,Electric,Manual,5 Series,78901,Actual
2013,South America,Electric,Manual,5 Series,73313,Actual
2014,South America,Electric,Manual,5 Series,77019,Actual
2015,South America,Electric,Manual,5 Series,82360,Actual
2016,South America,Electric,Manual,5 Series,60817,Actual
2017,South America,Electric,Manual,5 Series,70843,Actual
2018,South America,Electric,Manual,5 Series,85841,Actual
2019,South America,Electric,Manual,5 Series,84460,Actual
2020,South America,Electric,Manual,5 Series,68280,Actual
2021,South America,Electric,Manual,5 Series,60598,Actual
2022,South America,Electric,Manual,5 Series,69281,Actual
2023,South America,Electric,Manual,5 Series,61882,Actual
2024,South America,Electric,Manual,5 Series,73546,Actual
2025,South America,Electric,Manual,5 Series,68323,Forecast
2026,South America,Electric,Manual,5 Series,68666,Forecast
2027,South America,Electric,Manual,5 Series,69009,Forecast
2010,South America,Hybrid,Automatic,5 Series,72062,Actual
2011,South America,Hybrid,Automatic,5 Series,76520,Actual
2012,South America,Hybrid,Automatic,5 Series,58328,Actual
2013,South America,Hybrid,Automatic,5 Series,60950,Actual
2014,South America,Hybrid,Automatic,5 Series,86424,Actual
2015,South America,Hybrid,Automatic,5 Series,76997,Actual
2016,South America,Hybrid,Automatic,5 Series,87895,Actual
2017,South America,Hybrid,Automatic,5 Series,80305,Actual
2018,South America,Hybrid,Automatic,5 Series,71176,Actual
2019,South America,Hybrid,Automatic,5 Series,43277,Actual
2020,South America,Hybrid,Automatic,5 Series,75505,Actual
2021,South America,Hybrid,Automatic,5 Series,81575,Actual
2022,South America,Hybrid,Automatic,5 Series,72877,Actual
2023,South America,Hybrid,Automatic,5 Series,83132,Actual
2024,South America,Hybrid,Automatic,5 Series,79797,Actual
2025,South America,Hybrid,Automatic,5 Series,83787,Forecast
2026,South America,Hybrid,Automatic,5 Series,86261,Forecast
2027,South America,Hybrid,Automatic,5 Series,88736,Forecast
2010,South America,Hybrid,Manual,5 Series,72201,Actual
2011,South America,Hybrid,Manual,5 Series,81445,Actual
2012,South America,Hybrid,Manual,5 Series,75844,Actual
2013,South America,Hybrid,Manual,5 Series,63938,Actual
2014,South America,Hybrid,Manual,5 Series,68407,Actual
2015,South America,Hybrid,Manual,5 Series,70386,Actual
2016,South America,Hybrid,Manual,5 Series,81427,Actual
2017,South America,Hybrid,Manual,5 Series,77676,Actual
2018,South America,Hybrid,Manual,5 Series,87935,Actual
2019,South America,Hybrid,Manual,5 Series,76074,Actual
2020,South America,Hybrid,Manual,5 Series,81863,Actual
2021,South America,Hybrid,Manual,5 Series,76854,Actual
2022,South America,Hybrid,Manual,5 Series,65320,Actual
2023,South America,Hybrid,Manual,5 Series,72803,Actual
2024,South America,Hybrid,Manual,5 Series,79315,Actual
2025,South America,Hybrid,Manual,5 Series,75176,Forecast
2026,South America,Hybrid,Manual,5 Series,75520,Forecast
2027,South America,Hybrid,Manual,5 Series,75864,Forecast
2010,South America,Petrol,Automatic,5 Series,84618,Actual
2011,South America,Petrol,Automatic,5 Series,75241,Actual
2012,South America,Petrol,Automatic,5 Series,81733,Actual
2013,South America,Petrol,Automatic,5 Series,84018,Actual
2014,South America,Petrol,Automatic,5 Series,63457,Actual
2015,South America,Petrol,Automatic,5 Series,65097,Actual
2016,South America,Petrol,Automatic,5 Series,81097,Actual
2017,South America,Petrol,Automatic,5 Series,75767,Actual
2018,South America,Petrol,Automatic,5 Series,78877,Actual
2019,South America,Petrol,Automatic,5 Series,80071,Actual
2020,South America,Petrol,Automatic,5 Series,55118,Actual
2021,South America,Petrol,Automatic,5 Series,92339,Actual
2022,South America,Petrol,Automatic,5 Series,80666,Actual
2023,South America,Petrol,Automatic,5 Series,66908,Actual
2024,South America,Petrol,Automatic,5 Series,80087,Actual
2025,South America,Petrol,Automatic,5 Series,77147,Forecast
2026,South America,Petrol,Automatic,5 Series,77415,Forecast
2027,South America,Petrol,Automatic,5 Series,77684,Forecast
2010,South America,Petrol,Manual,5 Series,70282,Actual
2011,South America,Petrol,Manual,5 Series,61609,Actual
2012,South America,Petrol,Manual,5 Series,54142,Actual
2013,South America,Petrol,Manual,5 Series,59415,Actual
2014,South America,Petrol,Manual,5 Series,60024,Actual
2015,South America,Petrol,Manual,5 Series,86196,Actual
2016,South America,Petrol,Manual,5 Series,76859,Actual
2017,South America,Petrol,Manual,5 Series,73446,Actual
2018,South America,Petrol,Manual,5 Series,91788,Actual
2019,South America,Petrol,Manual,5 Series,75755,Actual
2020,South America,Petrol,Manual,5 Series,79760,Actual
2021,South America,Petrol,Manual,5 Series,66773,Actual
2022,South America,Petrol,Manual,5 Series,79746,Actual
2023,South America,Petrol,Manual,5 Series,68889,Actual
2024,South America,Petrol,Manual,5 Series,48706,Actual
2025,South America,Petrol,Manual,5 Series,49752,Forecast
2026,South America,Petrol,Manual,5 Series,42650,Forecast
2027,South America,Petrol,Manual,5 Series,35548,Forecast
2010,South America,Diesel,Automatic,7 Series,68718,Actual
2011,South America,Diesel,Automatic,7 Series,78913,Actual
2012,South America,Diesel,Automatic,7 Series,69737,Actual
2013,South America,Diesel,Automatic,7 Series,79909,Actual
2014,South America,Diesel,Automatic,7 Series,67029,Actual
2015,South America,Diesel,Automatic,7 Series,76893,Actual
2016,South America,Diesel,Automatic,7 Series,81476,Actual
2017,South America,Diesel,Automatic,7 Series,49651,Actual
2018,South America,Diesel,Automatic,7 Series,80599,Actual
2019,South America,Diesel,Automatic,7 Series,74073,Actual
2020,South America,Diesel,Automatic,7 Series,80707,Actual
2021,South America,Diesel,Automatic,7 Series,66306,Actual
2022,South America,Diesel,Automatic,7 Series,58014,Actual
2023,South America,Diesel,Automatic,7 Series,73565,Actual
2024,South America,Diesel,Automatic,7 Series,69686,Actual
2025,South America,Diesel,Automatic,7 Series,68730,Forecast
2026,South America,Diesel,Automatic,7 Series,68736,Forecast
2027,South America,Diesel,Automatic,7 Series,68742,Forecast
2010,South America,Diesel,Manual,7 Series,63295,Actual
2011,South America,Diesel,Manual,7 Series,80151,Actual
2012,South America,Diesel,Manual,7 Series,86943,Actual
2013,South America,Diesel,Manual,7 Series,72236,Actual
2014,South America,Diesel,Manual,7 Series,73265,Actual
2015,South America,Diesel,Manual,7 Series,70467,Actual
2016,South America,Diesel,Manual,7 Series,79210,Actual
2017,South America,Diesel,Manual,7 Series,69943,Actual
2018,South America,Diesel,Manual,7 Series,79904,Actual
2019,South America,Diesel,Manual,7 Series,59395,Actual
2020,South America,Diesel,Manual,7 Series,69654,Actual
2021,South America,Diesel,Manual,7 Series,64792,Actual
2022,South America,Diesel,Manual,7 Series,84641,Actual
2023,South America,Diesel,Manual,7 Series,79737,Actual
2024,South America,Diesel,Manual,7 Series,67586,Actual
2025,South America,Diesel,Manual,7 Series,73401,Forecast
2026,South America,Diesel,Manual,7 Series,73085,Forecast
2027,South America,Diesel,Manual,7 Series,72770,Forecast
2010,South America,Electric,Automatic,7 Series,84423,Actual
2011,South America,Electric,Automatic,7 Series,51800,Actual
2012,South America,Electric,Automatic,7 Series,83161,Actual
2013,South America,Electric,Automatic,7 Series,81951,Actual
2014,South America,Electric,Automatic,7 Series,99242,Actual
2015,South America,Electric,Automatic,7 Series,94149,Actual
2016,South America,Electric,Automatic,7 Series,81311,Actual
2017,South America,Electric,Automatic,7 Series,76112,Actual
2018,South America,Electric,Automatic,7 Series,76042,Actual
2019,South America,Electric,Automatic,7 Series,60737,Actual
2020,South America,Electric,Automatic,7 Series,82303,Actual
2021,South America,Electric,Automatic,7 Series,103453,Actual
2022,South America,Electric,Automatic,7 Series,88795,Actual
2023,South America,Electric,Automatic,7 Series,91365,Actual
2024,South America,Electric,Automatic,7 Series,72995,Actual
2025,South America,Electric,Automatic,7 Series,79923,Forecast
2026,South America,Electric,Automatic,7 Series,77395,Forecast
2027,South America,Electric,Automatic,7 Series,74867,Forecast
2010,South America,Electric,Manual,7 Series,55726,Actual
2011,South America,Electric,Manual,7 Series,53529,Actual
2012,South America,Electric,Manual,7 Series,85261,Actual
2013,South America,Electric,Manual,7 Series,60846,Actual
2014,South America,Electric,Manual,7 Series,76842,Actual
2015,South America,Electric,Manual,7 Series,84733,Actual
2016,South America,Electric,Manual,7 Series,82666,Actual
2017,South America,Electric,Manual,7 Series,80656,Actual
2018,South America,Electric,Manual,7 Series,98559,Actual
2019,South America,Electric,Manual,7 Series,81163,Actual
2020,South America,Electric,Manual,7 Series,60492,Actual
2021,South America,Electric,Manual,7 Series,70909,Actual
2022,South America,Electric,Manual,7 Series,64621,Actual
2023,South America,Electric,Manual,7 Series,77044,Actual
2024,South America,Electric,Manual,7 Series,80460,Actual
2025,South America,Electric,Manual,7 Series,78212,Forecast
2026,South America,Electric,Manual,7 Series,80296,Forecast
2027,South America,Electric,Manual,7 Series,82380,Forecast
2010,South America,Hybrid,Automatic,7 Series,69672,Actual
2011,South America,Hybrid,Automatic,7 Series,71703,Actual
2012,South America,Hybrid,Automatic,7 Series,50605,Actual
2013,South America,Hybrid,Automatic,7 Series,77633,Actual
2014,South America,Hybrid,Automatic,7 Series,75349,Actual
2015,South America,Hybrid,Automatic,7 Series,66376,Actual
2016,South America,Hybrid,Automatic,7 Series,101944,Actual
